Product_Name,Category,Brand,Previous_Price,Current_Price,Expected_Future_Price,Growth_Rate,Date,Location,Quantity,Discount
Milk 1L,Grocery,Aashirvaad,95.41,98.06,99.97,2.78,2024-11-28,Kolkata,5,11
Normal Rice 1kg,Rice,Local,81.62,92.52,101.17,13.35,2025-03-16,Hyderabad,7,5
Petrol 1L,Fuel,IndianOil,99.53,124.43,146.22,25.02,2023-01-23,Chennai,6,25
OnePlus 12,Mobile,Realme,51295.99,55770.08,59175.11,8.72,2024-11-08,Mumbai,1,13
Sugar 1kg,Grocery,Britannia,23.54,25.42,26.84,7.99,2024-04-02,Hyderabad,5,2
Wheat Flour,Grocery,Amul,34.97,37.99,40.29,8.64,2025-02-01,Kolkata,5,1
Lenovo LOQ,Laptop,Lenovo,109154.35,130469.82,148304.36,19.53,2024-12-19,Pune,2,16
Normal Rice 1kg,Rice,Fortune,60.08,62.39,64.07,3.84,2023-03-02,Mumbai,10,10
Premium Rice 1kg,Rice,Fortune,75.76,90.94,103.7,20.04,2024-11-11,Bangalore,6,19
Silver 1g,Silver,Market,85.96,89.63,92.31,4.27,2023-03-13,Hyderabad,4,17
Galaxy S24,Mobile,Samsung,67902.26,71079.49,73407.62,4.68,2024-02-13,Pune,9,8
Galaxy S24,Mobile,OnePlus,42397.26,52478.33,61213.01,23.78,2023-04-04,Delhi,7,14
Normal Rice 1kg,Rice,Local,40.16,49.05,56.65,22.14,2023-01-11,Kolkata,1,7
Tomato 1kg,Vegetable,Local,22.51,23.77,24.7,5.6,2025-03-10,Pune,10,1
Sugar 1kg,Grocery,Madhur,103.47,113.2,120.65,9.4,2023-05-30,Pune,1,3
Silver 1g,Silver,Market,108.56,129.14,146.28,18.96,2024-01-21,Delhi,4,0
Potato 1kg,Vegetable,Local,39.25,46.54,52.59,18.57,2023-02-04,Pune,8,19
Lenovo LOQ,Laptop,HP,35112.06,44631.68,53102.09,27.11,2023-12-22,Hyderabad,9,4
Sugar 1kg,Grocery,Britannia,76.61,77.93,78.87,1.72,2023-11-30,Bangalore,8,8
Milk 1L,Grocery,Amul,46.2,58.02,68.41,25.58,2024-05-16,Mumbai,8,21
Gold 22K 1g,Gold,Market,5625.23,6377.52,6974.55,13.37,2024-07-11,Bangalore,4,0
Tomato 1kg,Vegetable,Local,52.9,63.93,73.26,20.85,2024-11-28,Bangalore,3,17
Diesel 1L,Fuel,IndianOil,88.01,109.71,128.65,24.66,2025-03-02,Bangalore,5,16
Premium Rice 1kg,Rice,Local,43.72,44.07,44.32,0.8,2024-05-12,Pune,7,7
Premium Rice 1kg,Rice,IndiaGate,70.01,79.89,87.78,14.11,2023-09-16,Hyderabad,8,25
HP Victus,Laptop,Asus,90317.8,101520.63,110335.31,12.4,2024-07-16,Chennai,5,25
Silver 1g,Silver,Market,110.44,125.64,137.74,13.76,2025-02-19,Hyderabad,5,3
Silver 1g,Silver,Market,86.1,110.46,132.34,28.29,2023-10-01,Kolkata,10,0
Silver 1g,Silver,Market,77.57,88.34,96.93,13.88,2024-08-09,Kolkata,8,14
Potato 1kg,Vegetable,Local,37.11,41.96,45.8,13.07,2025-02-10,Chennai,3,11
Silver 1g,Silver,Market,93.18,102.74,110.12,10.26,2023-07-04,Hyderabad,5,1
Gold 22K 1g,Gold,Market,5719.81,6006.47,6217.19,5.01,2025-04-30,Delhi,1,9
Lenovo LOQ,Laptop,HP,63540.0,74096.8,82714.33,16.61,2025-02-20,Mumbai,1,16
Sugar 1kg,Grocery,Britannia,45.55,50.95,55.18,11.86,2024-03-31,Mumbai,7,21
HP Victus,Laptop,Lenovo,98360.61,108662.1,116628.37,10.47,2023-11-24,Mumbai,8,14
Premium Rice 1kg,Rice,Local,67.34,67.89,68.28,0.82,2023-03-03,Delhi,9,16
Onion 1kg,Vegetable,Local,41.61,44.53,46.72,7.02,2023-06-26,Kolkata,9,5
Silver 1g,Silver,Market,72.3,88.8,102.99,22.82,2024-11-22,Bangalore,9,6
Premium Rice 1kg,Rice,IndiaGate,82.55,94.56,104.19,14.55,2024-04-13,Chennai,3,6
HP Victus,Laptop,Asus,59106.52,74840.16,88785.42,26.62,2023-08-11,Kolkata,3,5
Bread,Grocery,Madhur,29.88,32.2,33.95,7.76,2024-08-19,Mumbai,4,22
Realme GT,Mobile,Apple,51942.73,51130.0,50569.99,-1.56,2025-02-23,Kolkata,10,9
Premium Rice 1kg,Rice,Fortune,73.62,81.3,87.24,10.43,2024-09-22,Chennai,9,12
Gold 22K 1g,Gold,Market,6797.16,7317.13,7708.95,7.65,2024-02-19,Mumbai,7,2
Redmi Note 14,Mobile,Xiaomi,39880.35,45634.78,50244.11,14.43,2024-11-11,Delhi,8,23
Silver 1g,Silver,Market,105.31,109.9,113.25,4.36,2024-03-29,Pune,9,24
Gold 24K 1g,Gold,Market,5799.47,6533.65,7112.64,12.66,2024-05-31,Mumbai,3,15
Silver 1g,Silver,Market,57.67,71.98,84.48,24.81,2023-01-24,Pune,7,9
Tomato 1kg,Vegetable,Local,65.77,69.55,72.35,5.75,2024-09-23,Kolkata,9,16
Realme GT,Mobile,OnePlus,46261.6,54202.31,60714.91,17.16,2025-04-04,Kolkata,1,1
Potato 1kg,Vegetable,Local,37.49,48.51,58.49,29.39,2024-07-31,Delhi,6,18
Milk 1L,Grocery,Madhur,68.85,75.88,81.3,10.21,2024-03-24,Kolkata,2,7
Gold 22K 1g,Gold,Market,4936.23,5735.58,6385.74,16.19,2023-08-18,Pune,4,2
Petrol 1L,Fuel,HP,75.74,80.42,83.9,6.18,2025-03-10,Kolkata,7,3
Tomato 1kg,Vegetable,Local,43.62,46.53,48.7,6.67,2023-02-14,Delhi,5,10
Premium Rice 1kg,Rice,IndiaGate,48.43,58.28,66.58,20.34,2023-11-02,Delhi,3,21
Silver 1g,Silver,Market,69.68,73.09,75.59,4.89,2023-04-13,Chennai,7,11
OnePlus 12,Mobile,Realme,62772.83,80115.37,95609.06,27.63,2023-07-11,Bangalore,3,24
Tomato 1kg,Vegetable,Local,44.99,59.42,72.76,32.07,2025-01-22,Delhi,6,1
Wheat Flour,Grocery,Aashirvaad,87.34,88.84,89.91,1.72,2024-02-27,Kolkata,9,20
HP Victus,Laptop,Dell,74391.64,74687.58,74895.56,0.4,2023-11-07,Chennai,9,20
Redmi Note 14,Mobile,Samsung,57618.11,66342.79,73374.85,15.14,2024-06-07,Delhi,10,20
Dell Inspiron,Laptop,Dell,111595.73,121171.22,128449.2,8.58,2025-06-16,Kolkata,5,7
Silver 1g,Silver,Market,94.54,119.19,140.94,26.07,2024-10-23,Pune,3,4
Potato 1kg,Vegetable,Local,55.27,60.17,63.9,8.87,2023-02-17,Chennai,3,10
OnePlus 12,Mobile,Samsung,21706.84,23772.28,25355.66,9.52,2024-02-04,Kolkata,9,17
Normal Rice 1kg,Rice,IndiaGate,63.98,69.75,74.15,9.02,2025-04-13,Hyderabad,5,10
OnePlus 12,Mobile,Apple,65183.52,81702.35,96195.88,25.34,2023-07-25,Delhi,3,7
Wheat Flour,Grocery,Britannia,84.95,85.01,85.05,0.07,2023-01-04,Delhi,1,5
Silver 1g,Silver,Market,91.06,109.82,125.66,20.6,2025-02-01,Pune,3,1
Potato 1kg,Vegetable,Local,26.88,30.08,32.59,11.9,2024-03-13,Pune,5,1
Potato 1kg,Vegetable,Local,31.46,36.25,40.11,15.23,2023-07-07,Mumbai,10,6
Gold 24K 1g,Gold,Market,5027.33,6080.18,6971.52,20.94,2023-11-03,Mumbai,1,12
Petrol 1L,Fuel,HP,111.87,121.37,128.58,8.49,2024-05-11,Bangalore,2,16
Milk 1L,Grocery,Aashirvaad,51.97,57.26,61.34,10.18,2025-02-24,Chennai,5,22
Sugar 1kg,Grocery,Aashirvaad,66.49,78.82,89.05,18.54,2024-08-20,Bangalore,4,15
Premium Rice 1kg,Rice,IndiaGate,45.69,59.08,71.2,29.31,2025-05-27,Pune,7,7
Petrol 1L,Fuel,IndianOil,88.72,96.32,102.1,8.57,2024-08-22,Chennai,3,3
Sugar 1kg,Grocery,Britannia,31.99,36.01,39.18,12.57,2025-06-09,Hyderabad,2,6
Potato 1kg,Vegetable,Local,27.97,30.12,31.74,7.69,2024-07-22,Hyderabad,1,4
Normal Rice 1kg,Rice,Local,69.33,88.54,105.71,27.71,2023-03-04,Kolkata,6,9
iPhone 15,Mobile,Xiaomi,71128.6,87034.02,100657.5,22.36,2023-02-14,Delhi,9,12
HP Victus,Laptop,Asus,37970.86,39688.37,40945.01,4.52,2024-11-10,Delhi,6,1
Gold 24K 1g,Gold,Market,7156.21,8116.24,8878.41,13.42,2023-05-12,Bangalore,10,15
Onion 1kg,Vegetable,Local,36.72,40.56,43.53,10.46,2024-09-24,Kolkata,9,10
Tomato 1kg,Vegetable,Local,56.64,67.62,76.8,19.39,2024-12-21,Hyderabad,1,17
Milk 1L,Grocery,Aashirvaad,41.0,46.76,51.36,14.05,2023-04-24,Delhi,2,13
Galaxy S24,Mobile,Samsung,26072.98,29558.38,32324.31,13.37,2024-10-06,Pune,10,7
Normal Rice 1kg,Rice,IndiaGate,66.15,73.26,78.77,10.75,2025-06-07,Chennai,3,17
Gold 24K 1g,Gold,Market,5996.41,7326.26,8463.6,22.18,2024-08-10,Bangalore,5,15
Silver 1g,Silver,Market,68.25,75.59,81.28,10.75,2024-09-24,Chennai,6,23
Silver 1g,Silver,Market,85.51,99.13,110.18,15.93,2023-07-29,Hyderabad,2,25
Normal Rice 1kg,Rice,Local,46.59,55.33,62.6,18.76,2024-12-18,Chennai,4,20
Sugar 1kg,Grocery,Aashirvaad,43.31,51.23,57.79,18.29,2023-09-02,Kolkata,4,20
Galaxy S24,Mobile,Samsung,51030.2,55186.35,58332.6,8.14,2023-11-19,Kolkata,5,1
OnePlus 12,Mobile,Apple,66755.45,78347.18,87870.38,17.36,2023-01-24,Mumbai,5,9
Normal Rice 1kg,Rice,Local,81.31,87.93,92.94,8.14,2024-12-24,Kolkata,9,20
Asus TUF,Laptop,Dell,51524.7,60761.49,68386.35,17.93,2023-08-14,Bangalore,10,1
Gold 22K 1g,Gold,Market,6207.87,6691.73,7056.83,7.79,2023-04-05,Bangalore,3,10
Asus TUF,Laptop,Dell,104342.69,114231.27,121809.28,9.48,2024-05-05,Chennai,8,24
Gold 22K 1g,Gold,Market,7202.6,7668.35,8015.46,6.47,2024-11-09,Bangalore,5,21
Silver 1g,Silver,Market,72.62,80.88,87.32,11.37,2023-01-12,Delhi,8,7
iPhone 15,Mobile,Apple,46922.38,54091.29,59876.22,15.28,2023-05-31,Mumbai,10,17
iPhone 15,Mobile,Samsung,72081.56,88076.9,101758.26,22.19,2024-06-07,Delhi,6,24
Premium Rice 1kg,Rice,Local,65.15,72.52,78.26,11.31,2024-09-05,Chennai,1,22
Premium Rice 1kg,Rice,Fortune,85.2,98.65,109.55,15.79,2024-12-13,Bangalore,6,15
Tomato 1kg,Vegetable,Local,43.09,49.86,55.34,15.71,2024-11-13,Delhi,2,19
Wheat Flour,Grocery,Amul,49.02,62.0,73.49,26.48,2025-04-03,Chennai,1,20
Sugar 1kg,Grocery,Amul,31.54,32.74,33.61,3.8,2024-10-05,Kolkata,8,5
HP Victus,Laptop,HP,66545.93,75423.56,82466.93,13.34,2023-02-07,Chennai,6,14
Silver 1g,Silver,Market,54.61,68.49,80.68,25.42,2023-06-25,Hyderabad,1,0
Sugar 1kg,Grocery,Britannia,59.74,68.62,75.76,14.86,2024-10-13,Bangalore,8,6
Premium Rice 1kg,Rice,Local,39.29,49.18,57.85,25.17,2024-08-07,Chennai,7,16
iPhone 15,Mobile,Realme,34591.93,45537.59,55623.97,31.64,2023-01-10,Mumbai,8,23
Premium Rice 1kg,Rice,IndiaGate,38.87,40.72,42.08,4.76,2023-01-23,Pune,10,4
Premium Rice 1kg,Rice,Local,62.54,65.21,67.16,4.27,2024-12-11,Hyderabad,3,24
Gold 24K 1g,Gold,Market,6472.1,6281.61,6152.19,-2.94,2025-02-14,Mumbai,3,3
Bread,Grocery,Aashirvaad,79.27,100.78,119.92,27.14,2024-01-15,Kolkata,3,21
Gold 24K 1g,Gold,Market,6640.81,6787.57,6892.57,2.21,2025-02-08,Hyderabad,5,11
Realme GT,Mobile,Xiaomi,56480.25,59085.83,60993.88,4.61,2025-05-10,Bangalore,2,3
Bread,Grocery,Amul,43.68,52.27,59.47,19.67,2024-02-12,Chennai,10,17
Silver 1g,Silver,Market,80.11,98.72,114.77,23.23,2024-10-18,Delhi,2,21
Wheat Flour,Grocery,Britannia,94.72,105.14,113.24,11.0,2024-10-23,Chennai,2,5
Diesel 1L,Fuel,IndianOil,116.4,121.56,125.33,4.43,2023-10-16,Hyderabad,1,0
Onion 1kg,Vegetable,Local,29.78,32.74,35.02,9.94,2025-04-24,Hyderabad,10,18
Asus TUF,Laptop,HP,83096.27,98148.15,110592.99,18.11,2023-01-16,Kolkata,5,16
Asus TUF,Laptop,Dell,51236.02,54978.11,57788.89,7.3,2024-04-07,Pune,6,22
Onion 1kg,Vegetable,Local,73.2,85.2,94.98,16.39,2024-07-20,Kolkata,3,10
Premium Rice 1kg,Rice,IndiaGate,47.17,59.22,69.81,25.55,2024-03-08,Mumbai,5,2
Bread,Grocery,Madhur,50.63,58.82,65.48,16.18,2023-10-12,Chennai,6,23
Diesel 1L,Fuel,IndianOil,85.75,99.43,110.53,15.95,2025-05-05,Pune,4,16
Premium Rice 1kg,Rice,IndiaGate,50.43,58.07,64.23,15.15,2024-10-07,Bangalore,4,17
Dell Inspiron,Laptop,HP,88560.84,109468.21,127558.43,23.61,2023-02-13,Chennai,8,23
Bread,Grocery,Aashirvaad,100.02,126.73,150.42,26.7,2023-07-21,Mumbai,4,16
Redmi Note 14,Mobile,Realme,30634.28,38480.18,45378.93,25.61,2023-11-12,Hyderabad,7,18
Asus TUF,Laptop,Lenovo,104180.98,128820.93,150148.23,23.65,2023-05-03,Bangalore,2,25
Silver 1g,Silver,Market,58.11,68.19,76.47,17.35,2023-10-09,Delhi,4,8
Normal Rice 1kg,Rice,IndiaGate,46.93,54.74,61.12,16.64,2024-04-17,Hyderabad,10,15
Diesel 1L,Fuel,IndianOil,79.84,95.87,109.34,20.08,2024-01-07,Mumbai,10,20
Silver 1g,Silver,Market,56.88,58.7,60.01,3.2,2023-01-19,Kolkata,6,2
Diesel 1L,Fuel,BPCL,87.59,90.46,92.53,3.28,2025-01-24,Hyderabad,9,17
Galaxy S24,Mobile,Apple,73299.85,80495.45,86026.83,9.82,2023-06-28,Chennai,5,22
Normal Rice 1kg,Rice,Local,61.27,71.6,80.05,16.86,2024-05-13,Delhi,2,17
Silver 1g,Silver,Market,100.53,118.62,133.56,17.99,2023-10-21,Hyderabad,5,22
Tomato 1kg,Vegetable,Local,42.88,50.73,57.23,18.31,2025-03-02,Delhi,1,1
Petrol 1L,Fuel,HP,105.46,118.46,128.68,12.33,2023-07-12,Mumbai,9,3
Tomato 1kg,Vegetable,Local,73.82,81.94,88.25,11.0,2024-04-17,Kolkata,5,15
iPhone 15,Mobile,Xiaomi,37359.58,41803.72,45284.68,11.9,2023-04-07,Hyderabad,2,14
Silver 1g,Silver,Market,65.67,69.92,73.09,6.47,2024-09-02,Chennai,9,12
HP Victus,Laptop,Dell,85146.94,102751.07,117621.72,20.68,2023-01-28,Bangalore,9,19
Lenovo LOQ,Laptop,Dell,91200.26,119976.94,146476.61,31.55,2024-11-09,Delhi,5,5
Asus TUF,Laptop,HP,90139.7,88623.49,87580.0,-1.68,2025-02-16,Pune,4,21
Diesel 1L,Fuel,HP,115.45,135.54,152.05,17.4,2023-04-12,Chennai,10,25
Redmi Note 14,Mobile,Apple,18332.79,20199.88,21639.95,10.18,2025-04-05,Mumbai,2,19
Gold 22K 1g,Gold,Market,6713.16,7088.84,7366.53,5.6,2024-08-26,Bangalore,6,10
Gold 22K 1g,Gold,Market,7229.39,8285.87,9133.48,14.61,2025-05-09,Chennai,8,21
Potato 1kg,Vegetable,Local,28.09,36.4,43.94,29.58,2023-02-05,Chennai,5,19
Silver 1g,Silver,Market,66.92,74.61,80.61,11.49,2024-05-18,Bangalore,1,3
Redmi Note 14,Mobile,OnePlus,31252.44,34388.56,36804.14,10.03,2023-09-06,Mumbai,7,19
Milk 1L,Grocery,Aashirvaad,96.91,108.41,117.42,11.87,2023-02-14,Pune,6,2
Bread,Grocery,Aashirvaad,83.08,100.89,116.03,21.44,2024-03-15,Kolkata,2,2
Lenovo LOQ,Laptop,Asus,60600.78,74236.13,85928.47,22.5,2023-07-12,Pune,9,3
Normal Rice 1kg,Rice,Local,47.86,50.77,52.93,6.08,2024-11-28,Chennai,1,10
Wheat Flour,Grocery,Aashirvaad,57.33,58.29,58.97,1.67,2024-03-11,Bangalore,5,0
HP Victus,Laptop,Asus,95677.16,103509.48,109440.92,8.19,2023-12-29,Pune,9,2
Silver 1g,Silver,Market,62.77,72.52,80.41,15.53,2023-01-05,Pune,1,16
Wheat Flour,Grocery,Aashirvaad,101.52,102.27,102.8,0.74,2024-12-13,Mumbai,6,20
Petrol 1L,Fuel,HP,107.67,116.48,123.15,8.18,2024-06-10,Pune,1,20
Milk 1L,Grocery,Britannia,83.93,91.39,97.08,8.89,2024-07-16,Mumbai,1,19
Normal Rice 1kg,Rice,Fortune,37.89,41.65,44.54,9.92,2023-01-15,Hyderabad,10,17
Silver 1g,Silver,Market,53.37,68.53,82.16,28.41,2023-11-02,Pune,8,17
HP Victus,Laptop,Lenovo,44290.56,47998.82,50811.94,8.37,2024-09-03,Hyderabad,7,17
Gold 24K 1g,Gold,Market,6565.23,7924.27,9072.53,20.7,2025-04-03,Bangalore,3,10
Galaxy S24,Mobile,Apple,69561.35,87270.8,102823.44,25.46,2024-03-09,Delhi,1,8
Petrol 1L,Fuel,BPCL,109.77,110.29,110.66,0.47,2024-08-04,Hyderabad,3,24
Premium Rice 1kg,Rice,IndiaGate,44.21,56.16,66.79,27.03,2023-06-11,Bangalore,5,15
Bread,Grocery,Madhur,35.85,40.15,43.52,11.99,2024-03-31,Delhi,6,20
Diesel 1L,Fuel,HP,93.59,119.68,143.03,27.88,2024-09-29,Bangalore,10,14
Silver 1g,Silver,Market,64.35,65.22,65.84,1.35,2024-10-02,Pune,2,2
Asus TUF,Laptop,Asus,62014.23,78348.66,92794.48,26.34,2025-04-03,Delhi,3,15
Silver 1g,Silver,Market,68.63,81.26,91.73,18.4,2023-11-26,Hyderabad,7,21
HP Victus,Laptop,Asus,34282.08,39148.43,43038.42,14.2,2024-04-22,Delhi,6,0
Petrol 1L,Fuel,BPCL,75.75,91.55,104.92,20.86,2023-11-28,Delhi,9,23
Potato 1kg,Vegetable,Local,40.41,49.35,56.99,22.12,2023-05-18,Pune,10,17
Silver 1g,Silver,Market,60.89,62.18,63.1,2.12,2024-06-18,Hyderabad,5,9
Gold 24K 1g,Gold,Market,5775.95,5878.03,5950.75,1.77,2024-09-30,Chennai,9,24
Sugar 1kg,Grocery,Britannia,27.53,31.96,35.56,16.09,2024-04-23,Kolkata,8,23
Diesel 1L,Fuel,BPCL,94.37,106.4,115.89,12.75,2024-12-25,Kolkata,8,19
Gold 24K 1g,Gold,Market,6220.98,6825.87,7290.46,9.72,2024-07-03,Kolkata,2,25
Tomato 1kg,Vegetable,Local,47.02,52.73,57.21,12.14,2024-06-05,Chennai,3,25
Petrol 1L,Fuel,IndianOil,88.51,107.23,123.11,21.15,2025-01-07,Mumbai,5,21
iPhone 15,Mobile,Realme,22480.36,25299.45,27520.28,12.54,2023-10-24,Pune,4,22
Galaxy S24,Mobile,Realme,38505.15,42808.63,46157.75,11.18,2025-03-10,Bangalore,3,5
Tomato 1kg,Vegetable,Local,20.11,23.98,27.21,19.24,2023-04-20,Pune,1,10
OnePlus 12,Mobile,Realme,68776.54,77509.98,84399.69,12.7,2024-02-11,Chennai,7,23
Silver 1g,Silver,Market,60.1,60.05,60.02,-0.08,2023-01-12,Kolkata,5,6
HP Victus,Laptop,HP,109315.59,123389.43,134509.47,12.87,2023-08-10,Hyderabad,9,6
Realme GT,Mobile,Xiaomi,48989.68,55198.2,60094.93,12.67,2023-05-27,Kolkata,9,4
Premium Rice 1kg,Rice,Local,67.23,78.75,88.2,17.14,2024-08-23,Chennai,2,2
Diesel 1L,Fuel,IndianOil,104.01,126.31,145.27,21.44,2023-08-05,Chennai,10,8
Galaxy S24,Mobile,Realme,66069.47,77483.64,86853.9,17.28,2023-03-29,Kolkata,1,4
Dell Inspiron,Laptop,Asus,99146.42,114670.03,127237.96,15.66,2023-06-07,Hyderabad,8,19
Galaxy S24,Mobile,Apple,38645.29,41092.98,42914.88,6.33,2024-03-16,Hyderabad,7,20
Bread,Grocery,Amul,93.54,97.42,100.25,4.15,2025-05-13,Hyderabad,10,21
Premium Rice 1kg,Rice,Fortune,48.55,50.85,52.54,4.74,2024-02-19,Bangalore,5,5
Gold 24K 1g,Gold,Market,5068.22,5957.2,6688.64,17.54,2024-04-14,Mumbai,1,15
Normal Rice 1kg,Rice,Local,43.25,48.04,51.76,11.08,2024-02-04,Kolkata,10,5
Petrol 1L,Fuel,HP,94.44,101.95,107.63,7.95,2023-02-20,Chennai,7,12
Potato 1kg,Vegetable,Local,64.89,68.2,70.64,5.1,2024-01-13,Delhi,6,19
Diesel 1L,Fuel,BPCL,78.31,100.19,119.79,27.94,2024-04-08,Pune,4,2
Milk 1L,Grocery,Madhur,22.57,24.97,26.83,10.63,2024-06-03,Hyderabad,3,1
Silver 1g,Silver,Market,95.3,107.15,116.48,12.43,2024-12-11,Delhi,6,15
Normal Rice 1kg,Rice,IndiaGate,51.58,56.6,60.46,9.73,2023-02-14,Delhi,4,11
Dell Inspiron,Laptop,Asus,62244.19,70013.92,76131.64,12.48,2023-06-18,Delhi,10,12
iPhone 15,Mobile,Realme,63310.59,69616.1,74469.56,9.96,2023-07-11,Kolkata,3,18
Diesel 1L,Fuel,BPCL,76.68,95.68,112.28,24.78,2025-03-03,Hyderabad,3,12
Gold 22K 1g,Gold,Market,6362.8,7456.37,8353.43,17.19,2023-09-23,Delhi,1,25
Gold 22K 1g,Gold,Market,5884.72,6185.79,6407.32,5.12,2024-02-28,Bangalore,3,19
Silver 1g,Silver,Market,94.82,110.82,123.91,16.87,2023-02-08,Mumbai,3,17
Redmi Note 14,Mobile,Realme,59185.54,59563.25,59829.33,0.64,2024-01-20,Kolkata,1,2
Silver 1g,Silver,Market,78.12,85.7,91.52,9.7,2024-09-25,Hyderabad,1,15
Silver 1g,Silver,Market,74.61,96.31,115.92,29.08,2024-05-22,Mumbai,8,23
Potato 1kg,Vegetable,Local,65.51,76.76,85.99,17.17,2023-09-07,Mumbai,8,4
Potato 1kg,Vegetable,Local,48.61,58.31,66.45,19.95,2025-01-16,Hyderabad,2,10
Gold 22K 1g,Gold,Market,6037.84,6940.95,7667.68,14.96,2023-01-28,Pune,8,9
Silver 1g,Silver,Market,82.7,99.7,114.05,20.56,2024-01-24,Chennai,10,1
Silver 1g,Silver,Market,114.44,128.12,138.84,11.95,2025-06-12,Bangalore,2,10
Gold 24K 1g,Gold,Market,5862.87,6851.94,7661.09,16.87,2025-05-19,Delhi,7,3
Petrol 1L,Fuel,BPCL,80.16,91.64,100.83,14.32,2024-10-10,Hyderabad,5,19
Onion 1kg,Vegetable,Local,64.58,70.97,75.89,9.89,2023-08-13,Delhi,8,12
Realme GT,Mobile,Apple,41500.86,39761.12,38594.35,-4.19,2024-01-28,Hyderabad,1,7
Galaxy S24,Mobile,Realme,70964.99,83125.04,93095.64,17.14,2024-12-23,Pune,9,14
Gold 22K 1g,Gold,Market,4875.32,5411.8,5828.66,11.0,2023-01-26,Chennai,8,18
Sugar 1kg,Grocery,Britannia,42.38,48.8,53.97,15.15,2023-06-06,Bangalore,6,5
Onion 1kg,Vegetable,Local,28.98,31.29,33.04,7.97,2025-06-10,Hyderabad,10,0
Tomato 1kg,Vegetable,Local,42.73,45.07,46.8,5.48,2024-07-23,Mumbai,4,7
Redmi Note 14,Mobile,Samsung,72809.86,82257.98,89729.88,12.98,2025-01-28,Bangalore,5,7
Potato 1kg,Vegetable,Local,28.74,33.61,37.6,16.95,2024-02-20,Delhi,7,21
Gold 22K 1g,Gold,Market,6392.18,7593.24,8591.95,18.79,2024-09-27,Hyderabad,1,4
Lenovo LOQ,Laptop,Dell,59273.99,67754.78,74540.72,14.31,2024-03-28,Chennai,9,20
Gold 24K 1g,Gold,Market,5896.93,6299.19,6599.98,6.82,2023-04-27,Pune,1,20
Redmi Note 14,Mobile,Apple,70175.96,80403.2,88605.61,14.57,2024-03-24,Mumbai,4,19
Silver 1g,Silver,Market,95.79,117.82,136.79,23.0,2023-01-26,Kolkata,7,1
Tomato 1kg,Vegetable,Local,45.99,47.02,47.76,2.24,2024-11-05,Mumbai,10,2
Dell Inspiron,Laptop,Asus,42323.56,43203.18,43831.71,2.08,2023-01-22,Bangalore,4,11
Asus TUF,Laptop,Dell,79562.63,87974.71,94485.75,10.57,2023-05-25,Pune,2,18
Silver 1g,Silver,Market,83.18,91.64,98.16,10.17,2025-03-03,Hyderabad,1,15
Galaxy S24,Mobile,Apple,13925.21,17364.26,20366.12,24.7,2023-10-27,Chennai,3,4
Diesel 1L,Fuel,HP,99.42,125.43,148.4,26.16,2024-03-12,Chennai,10,10
Diesel 1L,Fuel,BPCL,84.5,89.84,93.81,6.32,2023-11-01,Hyderabad,6,1
Premium Rice 1kg,Rice,Local,51.39,61.45,69.87,19.58,2024-03-01,Bangalore,5,20
Asus TUF,Laptop,Lenovo,74051.26,93720.66,111146.43,26.56,2024-12-12,Bangalore,3,25
Normal Rice 1kg,Rice,Fortune,44.36,45.67,46.61,2.95,2023-03-12,Chennai,5,19
Realme GT,Mobile,Realme,71045.24,87417.24,101518.63,23.04,2025-01-12,Bangalore,7,22
OnePlus 12,Mobile,Samsung,11240.85,13083.43,14584.66,16.39,2024-05-22,Kolkata,10,10
HP Victus,Laptop,Asus,40032.89,43885.37,46841.62,9.62,2023-06-06,Bangalore,4,20
Dell Inspiron,Laptop,Lenovo,58676.58,63611.84,67357.09,8.41,2023-01-25,Mumbai,8,6
Dell Inspiron,Laptop,Lenovo,51412.66,66214.32,79558.45,28.79,2023-07-23,Bangalore,7,5
Sugar 1kg,Grocery,Madhur,46.71,56.12,64.03,20.15,2023-10-01,Delhi,8,5
Gold 24K 1g,Gold,Market,6265.24,7201.5,7954.82,14.94,2024-03-29,Bangalore,2,25
Silver 1g,Silver,Market,105.99,111.51,115.58,5.21,2023-11-22,Pune,6,23
Premium Rice 1kg,Rice,IndiaGate,54.23,55.26,55.99,1.9,2025-06-07,Hyderabad,9,12
Onion 1kg,Vegetable,Local,19.98,25.02,29.44,25.23,2023-09-01,Mumbai,2,11
Petrol 1L,Fuel,IndianOil,99.82,114.37,126.04,14.58,2024-09-05,Kolkata,7,10
Tomato 1kg,Vegetable,Local,32.14,33.78,34.99,5.1,2024-05-15,Bangalore,9,24
Diesel 1L,Fuel,HP,116.06,125.71,133.03,8.31,2024-02-04,Mumbai,6,20
Normal Rice 1kg,Rice,IndiaGate,44.58,52.36,58.76,17.45,2023-11-01,Pune,4,7
Potato 1kg,Vegetable,Local,58.52,63.95,68.1,9.28,2023-12-18,Bangalore,4,8
Bread,Grocery,Madhur,93.61,100.44,105.57,7.3,2023-07-26,Bangalore,2,19
Premium Rice 1kg,Rice,Fortune,72.51,85.87,96.95,18.43,2023-05-23,Kolkata,4,19
Petrol 1L,Fuel,IndianOil,99.21,98.41,97.85,-0.81,2025-06-05,Chennai,9,16
Normal Rice 1kg,Rice,Fortune,72.52,81.64,88.83,12.58,2024-03-21,Pune,5,4
Gold 24K 1g,Gold,Market,4744.72,5722.86,6548.71,20.62,2024-10-05,Bangalore,8,12
