Product_Name,Category,Brand,Previous_Price,Current_Price,Growth_Rate,Future_Price,Date,Location,Discount,Quantity
Notebook Set 5pcs,Books,Classmate,1448.5,1787.53,0.2341,3359.73,2025-05-08,Delhi,14.0,306
Gold Coin 5g,Gold,Kalyan Jewellers,115332.99,112317.74,-0.0261,103750.8,2023-02-14,Bangalore,10.8,490
Gold Coin 5g,Gold,Kalyan Jewellers,128773.88,102138.52,-0.2068,50972.7,2023-12-27,Hyderabad,25.6,138
Cabinet Mid Tower,Computer Components,NZXT,53667.79,71157.5,0.3259,165864.33,2025-12-19,Chennai,15.6,78
Fiction Novel,Books,Penguin,2686.36,3232.9,0.2035,5635.48,2024-01-25,Jaipur,28.0,265
Nothing Phone 2,Mobiles,Nothing,26564.26,36205.17,0.3629,91656.35,2025-01-11,Ahmedabad,21.2,223
Gold Coin 5g,Gold,Kalyan Jewellers,106925.05,105410.98,-0.0142,100983.94,2025-03-16,Hyderabad,13.5,172
Bandage Roll 5m,Medicine,Johnson & Johnson,103.87,105.74,0.018,111.55,2024-10-27,Hyderabad,25.1,347
Gold Ring 5g,Gold,Senco Gold,60346.06,56584.24,-0.0623,46653.82,2023-02-03,Bangalore,3.8,471
Mango 1kg,Fruits and Vegetables,DMart,317.86,403.97,0.2709,829.25,2025-09-02,Chennai,3.3,14
Kurta Set,Clothing,Manyavar,8464.6,8634.02,0.02,9162.49,2024-03-16,Lucknow,19.4,185
Aviation Fuel 1L,Fuel,IOCL,942.85,841.44,-0.1076,598.0,2025-12-25,Bangalore,24.0,434
Basmati Rice 5kg,Grocery,India Gate,273.94,301.64,0.1011,402.69,2024-10-30,Pune,23.0,113
MSI Creator 16,Laptops,MSI,247129.05,218270.45,-0.1168,150373.78,2023-08-15,Mumbai,25.2,133
Silver Bangle 40g,Silver,Joyalukkas,86907.24,92246.88,0.0614,110303.41,2024-06-13,Kolkata,11.5,24
Gold Bangle 20g,Gold,Joyalukkas,128289.13,146566.09,0.1425,218575.83,2025-09-07,Jaipur,8.0,349
RAM DDR5 16GB,Computer Components,Corsair,32362.07,37234.91,0.1506,56718.33,2025-05-02,Ahmedabad,1.8,456
Gaming Console,Electronics,PlayStation,135198.56,138650.52,0.0255,149530.06,2023-06-16,Bangalore,0.3,383
Bus Volvo AC,Travel Tickets,RedBus,5149.15,7265.3,0.411,20409.6,2024-07-05,Delhi,10.5,357
Samsung Galaxy S24,Mobiles,Samsung,16445.96,20128.06,0.2239,36901.13,2025-05-08,Lucknow,23.0,453
Air Purifier,Home Appliances,Philips,24914.35,29370.48,0.1789,48121.81,2025-12-11,Ahmedabad,0.1,483
Mango 1kg,Fruits and Vegetables,DMart,139.81,187.5,0.3411,452.26,2023-08-29,Kolkata,6.1,447
MacBook Air M3,Laptops,Apple,212970.86,231222.57,0.0857,295910.07,2023-01-25,Pune,2.9,54
Winter Jacket,Clothing,Woodland,14248.35,14122.45,-0.0088,13752.89,2024-07-01,Mumbai,16.5,338
Kurta Set,Clothing,Manyavar,1576.0,1697.4,0.077,2120.47,2025-04-02,Pune,9.2,242
Multivitamin 30tabs,Medicine,Abbott,425.48,385.29,-0.0945,286.06,2025-11-06,Delhi,10.4,381
HP Pavilion 15,Laptops,HP,45152.78,44544.52,-0.0135,42764.71,2023-11-14,Ahmedabad,8.9,135
Bus Volvo AC,Travel Tickets,RedBus,35100.84,34653.14,-0.0128,33339.42,2024-03-07,Delhi,17.2,479
Sunflower Oil 5L,Grocery,Fortune,323.57,399.16,0.2336,749.32,2025-06-12,Kolkata,23.1,385
Art & Design Book,Books,Phaidon,3269.77,3922.99,0.1998,6775.54,2025-05-10,Hyderabad,16.6,427
HP Spectre x360,Laptops,HP,134699.96,139804.92,0.0379,156310.8,2023-11-17,Jaipur,1.7,135
OnePlus 12,Mobiles,OnePlus,105797.21,138877.12,0.3127,314142.83,2025-02-17,Delhi,23.2,152
Kerosene 1L,Fuel,BPCL,828.8,753.67,-0.0906,566.82,2023-12-11,Pune,6.2,161
MSI Creator 16,Laptops,MSI,172322.2,221368.73,0.2846,469267.01,2023-03-17,Chennai,4.8,70
Electric Scooter,Vehicles,Ather,2461881.25,2558229.35,0.0391,2870195.71,2024-08-26,Chennai,2.0,226
HP Pavilion 15,Laptops,HP,65409.8,67075.01,0.0255,72338.21,2024-03-28,Lucknow,25.0,100
Silver Chain 50g,Silver,MMTC-PAMP,38751.41,47641.67,0.2294,88525.14,2025-08-24,Mumbai,11.7,227
Diesel 1L,Fuel,Bharat Petroleum,761.87,734.92,-0.0354,659.6,2025-12-10,Ahmedabad,4.2,448
Xiaomi 14,Mobiles,Xiaomi,129487.11,156347.96,0.2074,275198.29,2023-12-23,Hyderabad,15.3,63
Electric Scooter,Vehicles,Ather,1425966.46,1577852.3,0.1065,2137571.26,2023-01-04,Kolkata,24.4,167
Gold 22K 10g,Gold,Malabar Gold,127219.0,120476.12,-0.053,102317.73,2023-06-06,Kolkata,18.1,414
Microwave Oven 25L,Home Appliances,IFB,66507.27,72089.27,0.0839,91799.07,2023-11-15,Bangalore,2.9,282
Programming Guide,Books,OReilly,949.19,944.13,-0.0053,929.2,2024-11-22,Lucknow,29.2,261
MacBook Air M3,Laptops,Apple,95410.16,110915.06,0.1625,174248.64,2025-04-03,Chennai,18.7,491
Hatchback Car,Vehicles,Tata Motors,1718215.6,1909059.38,0.1111,2618658.59,2024-08-15,Chennai,13.5,3
Ferry Ticket,Travel Tickets,Govt Ferry,25238.25,33274.83,0.3184,76253.09,2023-08-10,Kolkata,19.5,386
Gold 24K 10g,Gold,Tanishq,44698.79,46655.5,0.0438,53058.47,2023-02-10,Hyderabad,23.1,395
Toor Dal 2kg,Grocery,Tata,1386.52,1374.22,-0.0089,1337.85,2024-05-29,Pune,21.1,35
Gold 22K 10g,Gold,Malabar Gold,128990.01,150029.4,0.1631,236062.79,2023-05-25,Mumbai,7.7,24
Silver Anklet 30g,Silver,Senco,65487.17,84247.57,0.2865,179385.26,2023-05-27,Lucknow,23.0,161
Fiction Novel,Books,Penguin,1010.04,1109.56,0.0985,1470.79,2023-12-26,Bangalore,3.6,318
Gold 24K 10g,Gold,Tanishq,79188.94,61460.82,-0.2239,28731.04,2025-04-07,Bangalore,0.1,419
Smart Watch,Electronics,Apple,58445.63,69887.5,0.1958,119501.99,2024-02-16,Mumbai,2.7,30
Flight Domestic,Travel Tickets,IndiGo,39909.17,36813.59,-0.0776,28891.23,2024-08-11,Chennai,17.4,324
Silver Anklet 30g,Silver,Senco,32686.32,30154.82,-0.0774,23680.84,2025-10-28,Hyderabad,22.1,272
Train AC 2-Tier,Travel Tickets,IRCTC,10615.85,10745.93,0.0123,11147.35,2025-12-16,Ahmedabad,5.9,150
ASUS ROG Strix,Laptops,ASUS,34488.48,29122.93,-0.1556,17533.95,2025-08-19,Lucknow,0.7,163
Bus Non-AC,Travel Tickets,KSRTC,40975.19,58426.2,0.4259,169384.96,2023-08-21,Hyderabad,27.5,267
Gold Ring 5g,Gold,Senco Gold,46757.77,48140.01,0.0296,52542.63,2024-12-14,Mumbai,2.8,102
Google Pixel 8,Mobiles,Google,32778.01,35888.64,0.0949,47106.45,2025-04-19,Mumbai,7.0,178
Cabinet Mid Tower,Computer Components,NZXT,19288.89,19906.64,0.032,21879.48,2025-09-25,Delhi,7.1,226
Petrol 1L,Fuel,Indian Oil,475.6,490.2,0.0307,536.75,2023-06-11,Hyderabad,27.8,384
Silk Saree,Clothing,Fabindia,7780.61,7500.37,-0.036,6719.14,2025-07-03,Lucknow,8.1,245
Sports Bike 300cc,Vehicles,Kawasaki,965767.82,1191076.11,0.2333,2234321.73,2023-09-20,Pune,17.8,435
Reference Manual,Books,McGraw Hill,2621.82,2681.48,0.0228,2869.11,2023-12-12,Hyderabad,21.2,495
Apple 1kg,Fruits and Vegetables,Nature Basket,152.38,150.68,-0.0112,145.67,2025-12-17,Jaipur,12.6,455
Spinach 500g,Fruits and Vegetables,More Supermarket,224.26,240.81,0.0738,298.16,2025-02-23,Pune,21.5,438
Gold 22K 10g,Gold,Malabar Gold,57807.69,65465.47,0.1325,95088.26,2025-12-01,Jaipur,26.5,272
Science Encyclopedia,Books,DK Publishing,3215.63,3914.62,0.2174,7063.0,2023-04-04,Mumbai,28.9,299
Gold Chain 10g,Gold,PC Jeweller,88358.47,78969.14,-0.1063,56368.01,2024-07-26,Kolkata,25.9,71
Refrigerator 300L,Home Appliances,Samsung,70800.86,75855.38,0.0714,93291.34,2024-03-17,Lucknow,14.1,479
Apple 1kg,Fruits and Vegetables,Nature Basket,34.77,29.68,-0.1464,18.46,2023-01-13,Ahmedabad,14.4,460
Fiction Novel,Books,Penguin,3042.99,2830.52,-0.0698,2278.22,2025-05-29,Kolkata,29.4,121
Cough Syrup 100ml,Medicine,Sun Pharma,78.75,73.84,-0.0623,60.88,2025-08-20,Jaipur,12.4,175
Xiaomi 14,Mobiles,Xiaomi,87580.75,59761.12,-0.3176,18990.47,2025-02-04,Delhi,1.4,85
Iodized Salt 1kg,Grocery,Catch,506.2,588.21,0.162,922.89,2025-05-18,Ahmedabad,20.8,212
CNG 1kg,Fuel,HP Gas,575.89,653.71,0.1351,956.07,2024-12-12,Kolkata,4.4,345
Electric Scooter,Vehicles,Ather,834089.62,1033181.9,0.2387,1963700.28,2024-08-23,Lucknow,18.3,429
Silver Ring 20g,Silver,Kalyan,11390.77,11968.18,0.0507,13882.39,2023-02-26,Jaipur,20.7,57
Vivo X100,Mobiles,Vivo,104303.89,101664.17,-0.0253,94141.44,2025-04-08,Bangalore,25.2,471
Science Encyclopedia,Books,DK Publishing,1344.51,1344.58,0.0001,1344.98,2023-07-29,Bangalore,15.4,398
Google Pixel 8,Mobiles,Google,141327.11,172781.38,0.2226,315754.91,2023-08-29,Ahmedabad,27.4,357
Power Supply 750W,Computer Components,Cooler Master,79157.36,98229.49,0.2409,187694.8,2024-06-16,Delhi,6.8,84
Vitamin D3 60tabs,Medicine,Dr Reddys,280.33,352.0,0.2557,696.95,2023-04-21,Kolkata,11.5,240
Graphics Card RTX 4060,Computer Components,NVIDIA,14517.23,15372.54,0.0589,18252.0,2025-11-13,Chennai,0.6,343
Electric Car,Vehicles,MG Motors,1754381.35,1582218.69,-0.0981,1160757.96,2025-09-17,Mumbai,12.5,386
LPG Cylinder 14.2kg,Fuel,Indane,1059.33,1106.83,0.0448,1262.35,2024-10-26,Pune,13.9,461
Compact SUV,Vehicles,Hyundai,1679738.07,2170331.52,0.2921,4681817.25,2023-04-09,Pune,7.6,466
Bluetooth Speaker,Electronics,Sony,145682.27,157429.28,0.0806,198646.26,2025-02-21,Kolkata,20.8,364
Casual T-Shirt,Clothing,H&M,6258.99,7653.94,0.2229,13997.74,2024-05-17,Bangalore,29.6,127
Instant Coffee 250g,Grocery,Nescafe,570.83,559.29,-0.0202,526.08,2024-09-15,Delhi,2.9,7
Mountain Bicycle,Vehicles,Hero Cycles,934437.98,961383.49,0.0288,1046862.22,2023-03-06,Hyderabad,13.2,318
Banana 1dz,Fruits and Vegetables,Reliance Fresh,79.94,95.39,0.1933,162.09,2025-03-06,Pune,0.6,298
Water Purifier RO,Home Appliances,Kent,55590.94,62049.83,0.1162,86291.23,2024-04-16,Chennai,7.7,242
Apple 1kg,Fruits and Vegetables,Nature Basket,209.54,216.55,0.0335,239.05,2024-04-15,Chennai,0.5,443
Potato 1kg,Fruits and Vegetables,FreshToHome,100.19,101.95,0.0176,107.43,2023-10-07,Kolkata,11.5,252
Samsung Galaxy S24,Mobiles,Samsung,12149.91,13492.71,0.1105,18478.0,2025-09-03,Delhi,4.0,116
Cabinet Mid Tower,Computer Components,NZXT,47809.53,44061.34,-0.0784,34489.36,2023-02-14,Ahmedabad,24.1,176
DSLR Camera,Electronics,Canon,72564.93,76433.53,0.0533,89318.24,2023-04-23,Pune,19.9,409
ASUS ROG Strix,Laptops,ASUS,228044.97,245432.48,0.0762,305922.2,2023-10-28,Pune,13.4,106
MSI Creator 16,Laptops,MSI,97773.38,84358.67,-0.1372,54182.64,2025-07-02,Kolkata,18.8,61
Cabinet Mid Tower,Computer Components,NZXT,65901.81,66390.14,0.0074,67874.93,2023-02-16,Chennai,12.3,217
Competitive Exam Guide,Books,Arihant,1085.67,1076.14,-0.0088,1047.98,2024-03-19,Bangalore,16.8,118
Kurta Set,Clothing,Manyavar,1978.21,1957.29,-0.0106,1895.71,2024-04-22,Chennai,21.5,423
Programming Guide,Books,OReilly,2565.33,2603.07,0.0147,2719.56,2025-07-04,Lucknow,17.0,365
Cough Syrup 100ml,Medicine,Sun Pharma,432.96,378.26,-0.1263,252.28,2025-07-04,Bangalore,11.7,259
Silver Bar 1kg,Silver,Tanishq,23243.25,20919.98,-0.1,15250.67,2023-01-18,Lucknow,0.4,468
Xiaomi 14,Mobiles,Xiaomi,47902.76,51260.17,0.0701,62813.52,2023-12-23,Mumbai,28.6,438
Cough Syrup 100ml,Medicine,Sun Pharma,267.12,235.1,-0.1199,160.27,2024-09-24,Pune,8.2,248
Gold 24K 10g,Gold,Tanishq,76038.79,80859.66,0.0634,97234.83,2023-03-06,Chennai,20.9,141
DSLR Camera,Electronics,Canon,76841.5,99726.26,0.2978,217988.13,2024-02-08,Mumbai,18.7,7
HP Spectre x360,Laptops,HP,113910.6,129843.32,0.1399,192317.97,2023-03-05,Ahmedabad,4.7,113
Vivo X100,Mobiles,Vivo,86879.79,86926.35,0.0005,87056.8,2025-05-01,Mumbai,6.2,216
Onion 1kg,Fruits and Vegetables,BigBasket,41.83,46.55,0.1128,64.15,2025-08-18,Kolkata,25.7,244
Flight Domestic,Travel Tickets,IndiGo,162.93,189.57,0.1635,298.59,2023-05-12,Bangalore,21.3,113
Petrol 1L,Fuel,Indian Oil,567.04,688.12,0.2135,1229.66,2024-04-09,Pune,3.8,321
Spinach 500g,Fruits and Vegetables,More Supermarket,179.69,206.46,0.149,313.18,2023-03-13,Delhi,5.5,179
Winter Jacket,Clothing,Woodland,1632.6,1771.47,0.0851,2263.31,2023-10-21,Lucknow,19.7,149
Acer Nitro 5,Laptops,Acer,156394.96,144194.22,-0.078,113016.18,2025-06-21,Kolkata,11.1,106
Bus Non-AC,Travel Tickets,KSRTC,12555.73,12828.37,0.0217,13681.75,2025-04-06,Bangalore,17.8,281
"Tablet 10""",Electronics,Xiaomi,140978.93,152438.18,0.0813,192722.47,2024-09-06,Bangalore,24.8,476
Potato 1kg,Fruits and Vegetables,FreshToHome,177.01,183.51,0.0367,204.47,2023-07-29,Ahmedabad,12.3,418
Instant Coffee 250g,Grocery,Nescafe,437.98,368.95,-0.1576,220.56,2023-07-20,Mumbai,19.5,375
Dishwasher,Home Appliances,Bosch,22818.71,21192.48,-0.0713,16974.93,2023-01-17,Mumbai,17.0,106
Apple 1kg,Fruits and Vegetables,Nature Basket,261.49,295.59,0.1304,426.96,2025-02-23,Bangalore,9.7,345
Instant Coffee 250g,Grocery,Nescafe,642.88,678.03,0.0547,795.49,2025-03-21,Mumbai,28.2,401
Wheat Flour 10kg,Grocery,Aashirvaad,1038.61,870.07,-0.1623,511.47,2025-04-13,Delhi,9.9,46
LPG Cylinder 14.2kg,Fuel,Indane,148.62,111.2,-0.2518,46.58,2024-09-06,Lucknow,6.3,345
"Smart TV 55""",Electronics,Samsung,88414.51,81010.35,-0.0837,62323.75,2025-06-06,Delhi,24.7,244
Multivitamin 30tabs,Medicine,Abbott,34.97,48.09,0.3752,125.07,2024-08-26,Lucknow,5.0,99
HP Pavilion 15,Laptops,HP,242047.08,247924.92,0.0243,266441.4,2023-01-09,Jaipur,22.1,284
OnePlus 12,Mobiles,OnePlus,28598.78,33601.2,0.1749,54495.11,2025-07-08,Bangalore,28.5,86
Silver Bangle 40g,Silver,Joyalukkas,53625.34,51625.09,-0.0373,46061.04,2023-07-01,Lucknow,3.3,17
Cabinet Mid Tower,Computer Components,NZXT,12312.36,17134.7,0.3917,46186.32,2024-05-08,Ahmedabad,18.4,444
Bandage Roll 5m,Medicine,Johnson & Johnson,654.54,901.66,0.3775,2356.77,2023-12-22,Kolkata,22.6,111
Electric Car,Vehicles,MG Motors,485963.18,635646.53,0.308,1422456.23,2025-11-17,Delhi,20.0,448
Motherboard Z790,Computer Components,ASUS,72466.1,77028.97,0.063,92523.89,2024-02-21,Jaipur,27.8,271
Cough Syrup 100ml,Medicine,Sun Pharma,141.51,161.61,0.142,240.69,2025-05-24,Pune,25.6,220
Electric Car,Vehicles,MG Motors,821928.26,745196.21,-0.0934,555287.35,2025-11-20,Kolkata,17.6,254
Nothing Phone 2,Mobiles,Nothing,76152.12,85186.24,0.1186,119232.29,2024-07-03,Hyderabad,25.6,426
Gold 24K 10g,Gold,Tanishq,32941.84,41509.35,0.2601,83054.08,2023-05-02,Delhi,23.9,264
Competitive Exam Guide,Books,Arihant,1661.7,1579.48,-0.0495,1356.35,2023-08-29,Chennai,19.3,363
Wheat Flour 10kg,Grocery,Aashirvaad,1172.59,1159.86,-0.0109,1122.34,2025-06-17,Delhi,18.8,297
"Smart TV 55""",Electronics,Samsung,9568.22,10001.71,0.0453,11423.45,2024-02-08,Kolkata,5.2,389
Ethnic Dress,Clothing,Biba,8042.23,8654.85,0.0762,10787.94,2023-05-05,Jaipur,18.9,385
Silver Chain 50g,Silver,MMTC-PAMP,55475.15,55591.12,0.0021,55942.08,2024-02-06,Mumbai,20.2,377
Iodized Salt 1kg,Grocery,Catch,540.38,723.59,0.339,1737.14,2024-02-26,Jaipur,1.6,470
Silver Anklet 30g,Silver,Senco,57085.88,73231.5,0.2828,154587.65,2025-02-13,Pune,0.1,469
Ferry Ticket,Travel Tickets,Govt Ferry,31271.5,34554.16,0.105,46621.6,2024-03-26,Hyderabad,5.5,175
RAM DDR5 16GB,Computer Components,Corsair,77584.49,85714.26,0.1048,115585.69,2024-11-12,Mumbai,21.5,121
Premium Tea 500g,Grocery,Tata Tea,347.84,374.87,0.0777,469.22,2025-10-30,Hyderabad,26.5,485
Flight International,Travel Tickets,Air India,19293.69,16157.0,-0.1626,9487.67,2024-11-18,Chennai,19.1,150
Electric Car,Vehicles,MG Motors,705945.92,642908.35,-0.0893,485595.97,2025-11-26,Bangalore,5.3,382
Lenovo ThinkPad X1,Laptops,Lenovo,197523.16,227327.36,0.1509,346548.86,2024-04-19,Delhi,7.9,120
Formal Shirt,Clothing,Raymond,11374.83,11169.86,-0.018,10577.48,2024-02-26,Kolkata,6.8,155
Bus Volvo AC,Travel Tickets,RedBus,37580.17,36508.27,-0.0285,33474.93,2023-05-08,Kolkata,25.7,262
Dell XPS 15,Laptops,Dell,194518.38,189562.74,-0.0255,175427.84,2025-07-03,Bangalore,3.0,261
Iodized Salt 1kg,Grocery,Catch,93.72,88.78,-0.0527,75.47,2025-10-06,Lucknow,6.3,101
Basmati Rice 5kg,Grocery,India Gate,211.12,279.94,0.326,652.67,2024-12-03,Hyderabad,14.5,315
"Monitor 27"" 165Hz",Computer Components,LG,59581.24,77770.97,0.3053,172961.14,2025-12-16,Pune,2.1,462
Silver Ring 20g,Silver,Kalyan,7867.48,5880.76,-0.2525,2456.22,2023-02-03,Delhi,13.6,84
Train AC 2-Tier,Travel Tickets,IRCTC,6970.92,5727.74,-0.1783,3177.78,2025-01-24,Jaipur,23.7,210
Silver Bar 1kg,Silver,Tanishq,62729.78,50875.99,-0.189,27137.85,2024-06-25,Jaipur,21.5,6
"Tablet 10""",Electronics,Xiaomi,106529.01,121847.69,0.1438,182333.97,2025-06-27,Pune,12.7,125
Electric Scooter,Vehicles,Ather,1548515.87,1787754.13,0.1545,2750993.74,2023-01-09,Bangalore,17.6,183
Acer Nitro 5,Laptops,Acer,80613.68,92831.18,0.1516,141774.73,2023-08-14,Hyderabad,6.8,122
Formal Shirt,Clothing,Raymond,10443.41,10406.13,-0.0036,10294.15,2024-08-11,Kolkata,23.7,170
Premium Tea 500g,Grocery,Tata Tea,910.64,1000.32,0.0985,1325.99,2024-07-10,Hyderabad,18.7,311
Silver Bangle 40g,Silver,Joyalukkas,20810.3,27685.2,0.3304,65192.01,2024-11-23,Chennai,21.8,496
Silver Bangle 40g,Silver,Joyalukkas,53186.7,56616.46,0.0645,68293.55,2023-04-13,Delhi,13.6,26
HP Pavilion 15,Laptops,HP,64648.97,71063.16,0.0992,94378.85,2023-08-23,Mumbai,28.7,287
Compact SUV,Vehicles,Hyundai,881952.27,753963.09,-0.1451,471081.49,2025-08-28,Chennai,5.6,218
Gaming Console,Electronics,PlayStation,5964.04,6615.47,0.1092,9027.97,2025-02-18,Lucknow,5.4,316
Refrigerator 300L,Home Appliances,Samsung,33259.23,30165.33,-0.093,22507.64,2024-12-07,Lucknow,5.3,276
DSLR Camera,Electronics,Canon,122482.97,124852.49,0.0193,132221.87,2023-05-16,Kolkata,14.6,460
Acer Nitro 5,Laptops,Acer,164810.57,151269.98,-0.0822,116949.11,2024-06-15,Bangalore,16.5,122
Spinach 500g,Fruits and Vegetables,More Supermarket,190.27,233.57,0.2276,432.1,2025-09-06,Mumbai,8.2,334
Wheat Flour 10kg,Grocery,Aashirvaad,91.98,99.43,0.081,125.6,2025-11-05,Chennai,19.5,221
Banana 1dz,Fruits and Vegetables,Reliance Fresh,204.84,227.39,0.1101,311.07,2024-12-23,Bangalore,9.9,88
Cough Syrup 100ml,Medicine,Sun Pharma,378.9,362.35,-0.0437,316.89,2025-03-03,Delhi,6.2,449
Vacuum Cleaner,Home Appliances,Dyson,42724.92,38523.16,-0.0983,28242.82,2025-07-15,Pune,1.4,333
Antacid Syrup 200ml,Medicine,Dabur,140.18,141.82,0.0117,146.86,2025-01-13,Chennai,2.3,415
Ferry Ticket,Travel Tickets,Govt Ferry,34055.05,32238.93,-0.0533,27353.81,2025-07-10,Lucknow,0.6,116
Bus Volvo AC,Travel Tickets,RedBus,34847.98,38361.65,0.1008,51170.84,2023-04-25,Mumbai,0.8,98
Ferry Ticket,Travel Tickets,Govt Ferry,32381.77,39982.0,0.2347,75257.34,2024-12-17,Bangalore,22.3,51
Petrol 1L,Fuel,Indian Oil,1195.12,892.88,-0.2529,372.33,2023-04-01,Lucknow,25.1,223
Samsung Galaxy S24,Mobiles,Samsung,20522.55,23763.1,0.1579,36890.65,2025-11-01,Chennai,17.2,77
Silver Chain 50g,Silver,MMTC-PAMP,80732.4,77192.44,-0.0438,67487.13,2024-02-21,Mumbai,10.0,251
Sport Shoes,Clothing,Nike,11499.86,12165.69,0.0579,14403.58,2024-09-09,Lucknow,2.7,258
"Smart TV 55""",Electronics,Samsung,86941.65,112849.51,0.298,246787.84,2023-10-16,Pune,2.5,206
Processor i7 14th Gen,Computer Components,Intel,6491.75,6128.65,-0.0559,5157.26,2024-09-02,Jaipur,20.0,243
Samsung Galaxy S24,Mobiles,Samsung,119334.5,121351.64,0.0169,127608.73,2023-12-02,Kolkata,3.2,14
"Smart TV 55""",Electronics,Samsung,80662.56,93811.23,0.163,147568.61,2024-01-13,Chennai,22.3,462
Lenovo ThinkPad X1,Laptops,Lenovo,125873.03,143369.09,0.139,211849.14,2024-01-26,Delhi,9.0,238
Silver Ring 20g,Silver,Kalyan,76620.53,78294.31,0.0218,83527.19,2023-10-08,Mumbai,7.6,223
Premium Tea 500g,Grocery,Tata Tea,894.43,1014.49,0.1342,1480.19,2023-06-15,Kolkata,6.6,243
Gold 24K 10g,Gold,Tanishq,43088.22,45199.9,0.049,52175.18,2025-01-16,Pune,21.9,372
Silk Saree,Clothing,Fabindia,3012.55,3161.61,0.0495,3654.73,2025-05-05,Mumbai,26.0,460
Instant Coffee 250g,Grocery,Nescafe,390.62,402.96,0.0316,442.38,2025-02-01,Bangalore,28.2,410
Realme GT 5 Pro,Mobiles,Realme,72814.49,79286.44,0.0889,102367.69,2023-05-10,Kolkata,19.6,7
Silver Ring 20g,Silver,Kalyan,81439.78,97347.08,0.1953,166246.95,2024-07-15,Ahmedabad,9.6,342
Onion 1kg,Fruits and Vegetables,BigBasket,164.17,167.47,0.0201,177.77,2025-12-25,Lucknow,20.1,304
Hatchback Car,Vehicles,Tata Motors,1915695.88,2212252.28,0.1548,3406865.41,2025-07-08,Lucknow,17.0,390
Kurta Set,Clothing,Manyavar,7813.36,6911.49,-0.1154,4784.23,2023-05-11,Mumbai,15.6,24
Amoxicillin 500mg,Medicine,Lupin,772.48,964.23,0.2482,1875.14,2025-08-20,Lucknow,11.4,489
Toor Dal 2kg,Grocery,Tata,418.93,467.48,0.1159,649.59,2025-10-10,Bangalore,6.8,90
Graphics Card RTX 4060,Computer Components,NVIDIA,5797.16,5871.47,0.0128,6099.83,2024-08-01,Hyderabad,1.5,366
Samsung Galaxy S24,Mobiles,Samsung,91673.43,98145.4,0.0706,120434.71,2024-01-18,Hyderabad,9.8,235
Potato 1kg,Fruits and Vegetables,FreshToHome,144.41,189.57,0.3127,428.81,2023-10-27,Chennai,24.2,399
Science Encyclopedia,Books,DK Publishing,1355.76,1604.19,0.1832,2657.24,2023-02-06,Hyderabad,18.2,425
Silver Bangle 40g,Silver,Joyalukkas,52929.63,59559.33,0.1253,84870.11,2025-03-05,Kolkata,12.1,407
Diesel 1L,Fuel,Bharat Petroleum,217.73,187.75,-0.1377,120.38,2024-10-22,Mumbai,17.2,248
Wheat Flour 10kg,Grocery,Aashirvaad,988.45,909.21,-0.0802,707.53,2025-04-22,Delhi,14.9,385
Vitamin D3 60tabs,Medicine,Dr Reddys,117.26,144.61,0.2332,271.21,2023-05-08,Pune,26.8,452
Banana 1dz,Fruits and Vegetables,Reliance Fresh,28.44,32.59,0.1459,49.04,2025-06-04,Lucknow,24.3,102
Gold 22K 10g,Gold,Malabar Gold,119879.07,109648.13,-0.0853,83914.55,2023-03-02,Lucknow,3.2,399
Gold 24K 10g,Gold,Tanishq,50623.46,60099.74,0.1872,100564.4,2024-07-23,Kolkata,7.1,199
Toor Dal 2kg,Grocery,Tata,1314.36,1846.35,0.4048,5118.67,2025-11-06,Lucknow,26.6,108
"Monitor 27"" 165Hz",Computer Components,LG,54486.45,48114.52,-0.1169,33136.44,2025-03-05,Bangalore,8.1,305
Dishwasher,Home Appliances,Bosch,55022.15,55557.27,0.0097,57189.72,2025-11-23,Pune,12.9,302
Engineering Textbook,Books,Pearson,1515.17,1245.71,-0.1778,692.39,2024-10-29,Pune,18.4,48
Motherboard Z790,Computer Components,ASUS,68774.29,84028.21,0.2218,153258.82,2023-09-24,Ahmedabad,21.8,442
Bandage Roll 5m,Medicine,Johnson & Johnson,560.78,696.09,0.2413,1331.36,2024-12-13,Bangalore,11.8,63
Kerosene 1L,Fuel,BPCL,782.75,881.04,0.1256,1256.46,2025-05-13,Delhi,11.1,398
Denim Jeans,Clothing,Levis,11238.91,11670.18,0.0384,13066.87,2023-11-19,Lucknow,27.6,401
Cough Syrup 100ml,Medicine,Sun Pharma,151.49,145.29,-0.0409,128.18,2023-12-06,Kolkata,22.6,297
Sunflower Oil 5L,Grocery,Fortune,1024.8,1245.74,0.2156,2237.69,2025-12-08,Chennai,5.2,188
"Monitor 27"" 165Hz",Computer Components,LG,27428.97,26012.47,-0.0516,22189.95,2023-07-01,Delhi,22.4,179
Train AC 2-Tier,Travel Tickets,IRCTC,38300.44,45250.19,0.1815,74631.4,2023-02-10,Jaipur,8.1,345
Samsung Galaxy S24,Mobiles,Samsung,13455.58,14419.91,0.0717,17749.34,2024-06-13,Chennai,15.3,266
Motorcycle 150cc,Vehicles,Royal Enfield,1664031.16,1398380.3,-0.1596,830010.2,2024-03-28,Lucknow,16.4,58
Spinach 500g,Fruits and Vegetables,More Supermarket,177.28,153.41,-0.1346,99.43,2023-06-17,Chennai,30.0,81
Denim Jeans,Clothing,Levis,10530.67,7526.3,-0.2853,2747.6,2025-10-20,Delhi,7.7,412
